ID,REFERENCE,TYPE,NAME,DATE,FLAVOR_TEXT,INSPIRATION,NARRATOR,STORY
4a6fbb55-c636-446a-8cf9-7693f743738e,ALT_BISE_A_AX_56_C,Character,Icare,,"Largage de boosters en cours !",,,
3745c6f3-8364-40ca-90af-fdae858ed608,ALT_BISE_A_AX_63_C,LANDMARK_PERMANENT,"La Raffinerie",,"L'utilisation de la Sève modifiera le cours de la science telle que nous la connaissons.",,TREYST,"393 AC - Rossum, prostré, se faufile dans les allées étroites de la raffinerie, cette citadelle laborieuse, toute d'acier vêtue, vibrante de sirènes, illuminée de gyrophares, embrumée de vapeurs industrielles... Je le suis dans mon fauteuil, alors que nous longeons les gros conduits et les tuyaux de câbles vers la salle de commande. Les portes à vérins s'entrouvrent pour nous laisser passer, et je retrouve Subhash, tout barbouillé d'huile et de crasse. Comme bon nombre d'autres mécanos, il a été réquisitionné pour l'opération de maintenance. Je caresse la tête de Marmo, qui vient me saluer, la langue pendante, avant d'aller mordiller la cheville de mon Alter Ego pour jouer. Bash se tient un peu en marge des ingénieurs qui s'agglutinent autour des plans, l'air soucieux ou concentré. Sûrement une ultime vérification, avant d'appuyer sur le bouton... Ça fait cinq semaines que la raffinerie est au point mort, le temps que la reconfiguration puisse avoir lieu, avec pour objectif la transformation de cette raffinerie de Kélon en exploitation de Sève.

Tout ce que la communauté Axiom compte de cerveaux s'agite autour de la table. On vérifie, on recalcule, on pondère, on recalcule encore. Suivant les consignes, les ouvriers en contrebas relient, dérivent, débranchent, raccordent... Bash se permet un bâillement, et je le comprends. Mais alors que je me décide à aller le retrouver, le collège relève la tête. Un consensus semble avoir été trouvé. Il leur suffit d'un signal. Anxieux, les techniciens aux manettes abaissent les leviers d'aiguillage. Le changement s'effectue, lentement. Les pompes entrent en action, Les fluides s'échangent. Les conduits qui proviennent de la Cité des Sages produisent un son étrange, une aspiration bizarre, comme une sorte de gargouillis. Dans une éruption pâteuse, la Sève déboule dans les cuves, crachotant par à-coups. Puis les borborygmes laissent la place à un ronronnement régulier. Au bout des quelques minutes qui paraissent des heures, les artisans de ce miracle technologique se tombent dans les bras les uns des autres, se congratulent, s'embrassent, tandis que les applaudissements fusent."
dff40a3d-f45f-4e19-9569-c7ce4fd3c8d1,ALT_BISE_A_BR_58_C,Character,Thésée,,"Comme par hasard, il joue des grosses cartes.",,,
1efa4057-a4e5-4f9f-a152-dd9ad66e1da0,ALT_BISE_A_BR_63_C,LANDMARK_PERMANENT,"Le Mess",,"Tous les soirs, le mess résonne des cris et des rires des explorateurs partageant leurs exploits quotidiens.",,KOJO,"393 AC - Y'a pas à dire, ça fait du bien de se retrouver à l'air libre. Juste de voir les nuages et le ciel au-dessus de sa tête, ben ça change tout... Et faut dire que le Mess a bien évolué depuis qu'il a été installé. Je regarde les fanions, les guirlandes lumineuses. Quelque part, un Lyra est en train de jouer de l'accordéon. Ça donne un air de fête foraine. Alors que j'avance dans la queue, je peux pas m'empêcher de humer les fumets de bouffe qui viennent des stands. Et le moins qu'on puisse dire, c'est que j'ai une dalle de malade. Non loin, un corgi est en train de quémander à une table. J'aperçois Basira en train de trinquer avec Treyst, après avoir entendu son rire bourru noyer toutes les discussions à la ronde. Je soupire, tandis que le souvenir de son refus de me coacher me revient. Et j'ai refait chou blanc du côté d'Atsadi aussi.

Boo pose sa truffe dans la paume de ma main, et je me tourne vers lui. Ouais, il a raison. Autant chasser les idées noires. On est là pour se bâfrer, et je vais pas me faire prier. Mon estomac se met à gargouiller. Rien de mieux que l'appétit pour mettre de côté tous ses tracas. Et c'est pareil du côté de Boo. Manger. Manger. Manger. Son esprit tourne en boucle autour de cette idée fixe. T'inquiète, t'auras ta dose, poto. Mais je te préviens, tu réclames pas chez les autres, hein ? Bon, ça va durer encore longtemps ? Même si j'ai réservé y'a des semaines, le Mess semble victime de son succès, avec des files à rallonge. Alors que le soleil est en train de se coucher derrière les falaises de la Chape, je vois quelqu'un me faire des signes depuis le pupitre de l'accueil. Hé ! Mais c'est..."
53bfd90d-5f2f-4df7-b5a5-80cbf358ed78,ALT_BISE_A_LY_53_C,Character,Dédale,,"Si vous êtes perdu, prêtez l'oreille aux annonces de la scène centrale.",,,
80408e98-2649-4ce2-9eb0-8b1cac6e03d5,ALT_BISE_A_LY_63_C,EXPEDITION_PERMANENT,"La Scène",,"Nuit et jour, la musique de BLISS revigore les cœurs et les corps éreintés.",,FEN,"393 AC - Je vérifie une dernière fois mon maquillage dans la glace — blush, eyeliner, mascara, fard à paupières, paillettes... — passant un doigt sur la commissure des lèvres pour effacer une petite trace de rouge un peu négligée. Puis j'émerge des coulisses pour ma dernière répétition avant le grand soir, marchant précautionneusement entre les câbles enroulés ou courant le long de la scène. Les ingés son checkent les installations et les branchements, les gars de la régie font des tests lumière. Les néons s'allument alors que j'avance jusqu'au ""X"" qui a été tracé au scotch noir pour indiquer ma position. En me retournant, je vois le nom de notre groupe, ""BLISS"", s'afficher en lettres clignotantes, entourées de néons bariolés. J'expire longuement pour essayer de calmer mon trac. Comme d'habitude, il est là, comme un nœud sur mon estomac. Je sais qu'il sera là jusqu'à ce que les premières notes de musique se mettent à pulser.

J'ajuste mon oreillette et saisis mon micro, réglant sa hauteur. Puis j'échange quelques instants avec les ingés son, paramétrant les retours et les niveaux par le biais de quelques vocalises. Je fais chauffer ma voix, expire de nouveau pour mettre en sourdine la boule dans mon ventre. Je me tourne vers l'horizon, qui est en train de s'embraser. Hier, on a survolé le campement en pleine journée pour annoncer le concert. On a lancé des confettis dans l'assistance pour régaler les explorateurs d'un premier morceau de notre nouvel album, pour donner le ton. Je suis sûre qu'ils seront nombreux, ce soir, à troquer quelques instants de repos contre un moment de distraction... Il va falloir assurer, pour ne pas les décevoir. Je sens la boule grossir, et j'expire de nouveau. Non loin de moi, Crowbar est en train d'accorder sa guitare. Tamati et Orbec discutent autour d'un godet de soda à la Sève... Je souris en réalisant, comme à chaque fois, que je suis bien entourée..."
674ad23e-cdd7-4293-bb88-7455cadf8e1c,ALT_BISE_A_MU_58_C,Character,"Le Minotaure",,"Notre mascotte est toujours dispo pour quelques selfies.",,,
f783fd2b-e5af-4f6b-96fd-7a5cff670479,ALT_BISE_A_MU_62_C,LANDMARK_PERMANENT,"La Ferme",,"Pour fournir le Mess, il faut une exploitation capable d'assurer son approvisionnement journalier.",,ARJUN,"393 AC - La charrette remplie de caisses de fruits et de légumes s'arrête à ma hauteur, et le maraîcher qui la conduit m'invite à le rejoindre. Je ne me fais pas prier, et prends place sur le siège à ses côtés. Je suis rompu·e par ma balade de la journée, et cette aide providentielle arrive à point nommé. Mais alors que l'attelage se met en branle, je regarde une dernière fois en arrière, vers la paisible Ferme. Les ailes du moulin tournent langoureusement, actionnées par le vent qui souffle sur la Chape, tandis qu'au-dessus, le feuillage en lourdes grappes du cyprès s'agite et bruisse. L'exploitation agricole et l'arbre se sont formés dans un même mouvement par le biais de l'Altération. Granges, silos et greniers s'enchâssent naturellement dans le gigantesque tronc pour bénéficier de son couvert et de sa température constante. Tout autour, des paysans Muna — bien heureux d'avoir quitté l'Ouroboros — travaillent aux champs, dans les vignobles ou les vergers.

Je me tourne vers mon bienfaiteur, et nous nous mettons à deviser cordialement de la cargaison colorée et agréablement parfumée qu'il a chargée à la Ferme : oranges et grenades, potirons et champignons, et même quelques bouquets de fleurs... Tout semble avoir été nourri à la Sève. Je plisse le front, quelque peu préoccupé·e. Comme je pouvais m'y attendre, son contenu sera Salut distribué çà et là au sein de l'avant-poste, et principalement au Mess. Tout l'excédent sera ensuite acheminé vers le marché qui se tient tous les matins sur la grand-place, en face de l'hôtel de ville Ordis. Peut-être devrais-je d'ailleurs apporter un panier garni à Rin ? Ces derniers temps, pour me remercier de l'avoir sauvée durant l'ascension du Cais Adarra, elle n'arrête pas de me cuisiner des petits plats, tous plus savoureux les uns que les autres. Je souris en repensant à l'excitation qui la gagne à chaque fois qu'elle parle de nourriture ou me détaille ses recettes. Qui aurait pu croire qu'en plus d'appartenir à un Exalt, elle se doublait d'un véritable cordon bleu ?"
06244716-faad-4faf-95fe-e94de53ace00,ALT_BISE_A_OR_57_C,Character,Ariane,,"Big up à toutes les petites mains qui font tourner l'événement.",,,
1447477c-1715-42c2-a844-99ed7db71456,ALT_BISE_A_OR_63_C,EXPEDITION_PERMANENT,"La Grand-Place",,"Conscientes des avantages de l'organisation Ordis, les Factions lui confièrent la logistique de l'avant-poste.",,SUNISA,"393 AC - Je sors de l'hôtel de ville après y avoir déposé mon rapport. Un mois de démobilisation forcée, à traiter des requêtes administratives qui ne sont vraiment pas mon violon d'Ingres... J'aurais mille fois préféré souffrir le martyre sur le terrain. Mais après une avalanche et m'être pris de plein fouet la rafale du vieux Mage, on avait estimé — peut-être à raison — que j'avais besoin de lever le pied quelques semaines. Oh, y'avait pas que des mauvais moments. Traîner au Mess avec Sunniva, ou avec Cat et sa bande, avait quelque chose de plaisant, mais c'était comme vivre leurs aventures par procuration. Seul lot de consolation, Sig avait eu à peu près les mêmes déboires, avec des missions barbantes. Ce qui m'avait permis de me moquer de lui à plus d'une occasion. Aux dernières nouvelles, après avoir foiré son intervention dans les grandes largeurs, il avait été affecté à la surveillance des troupeaux de dotouffus.

Faut pas se mentir, ça ressemble clairement à une punition en bonne et due forme. D'ailleurs, note mentale, aller le chambrer à la première occasion. Tout en souriant, je me fraye un chemin sur la place bondée. C'est là que s'administrent toutes les doléances, et par extension, la gestion de la vie de camp en général. Le paradis des bureaucrates, en somme. Alors que je passe à côté de son pupitre, le crieur est en train consulter les nouveaux édits qui ont été promulgués la veille. Je me pose sur une vieille colonne effondrée pour soulager ma jambe encore un peu raide, avant de sortir de ma poche mon certificat d'aptitude fraîchement acquis. Avec ça, je pourrais aller voir un commis pour récupérer une affectation un peu plus active que celle de simple gratte-papier. Intendance, ou peut-être même protection rapprochée, qui sait ?"
